simulation,faulted_line,first_cascade_time,first_cascade_component,first_cascade_reason,num_cascade_events
Line 16 - 19_load=1.0445_wind=0.7194_0.9684_0.0078,Line 16 - 19,1.9,G 04,Over-Speed,20
Line 16 - 21_load=1.0445_wind=0.7194_0.9684_0.0078,Line 16 - 21,2.23,NSG_2,OverVoltage,18
Line 16 - 24_load=1.0445_wind=0.7194_0.9684_0.0078,Line 16 - 24,2.92,Line 01 - 39DR2,,5
Line 21 - 22_load=1.0445_wind=0.7194_0.9684_0.0078,Line 21 - 22,2.28,Line 23 - 24DR2,,81
Line 22 - 23_load=1.0445_wind=0.7194_0.9684_0.0078,Line 22 - 23,3.03,Line 01 - 39DR2,,4
Line 23 - 24_load=1.0445_wind=0.7194_0.9684_0.0078,Line 23 - 24,3.12,Line 01 - 39DR2,,5
Line 25 - 26_load=1.0445_wind=0.7194_0.9684_0.0078,Line 25 - 26,3.08,Line 01 - 39DR2,,4
Line 26 - 27_load=1.0445_wind=0.7194_0.9684_0.0078,Line 26 - 27,2.94,Line 01 - 39DR2,,4
Line 26 - 29_load=1.0445_wind=0.7194_0.9684_0.0078,Line 26 - 29,2.42,NSG_2,OverVoltage,18
Line 28 - 29_load=1.0445_wind=0.7194_0.9684_0.0078,Line 28 - 29,1.69,Line 26 - 29DR1,,19
Line 01 - 02_load=0.9833_wind=0.9867_0.7963_0.3514,Line 01 - 02,1.69,Line 08 - 09DR1,,3
Line 01 - 39_load=0.9833_wind=0.9867_0.7963_0.3514,Line 01 - 39,2.1,NSG_2,OverVoltage,3
Line 02 - 25_load=0.9833_wind=0.9867_0.7963_0.3514,Line 02 - 25,2.25,NSG_2,OverVoltage,1
Line 03 - 04_load=0.9833_wind=0.9867_0.7963_0.3514,Line 03 - 04,1.47,Line 01 - 39DR2,,5
Line 04 - 05_load=0.9833_wind=0.9867_0.7963_0.3514,Line 04 - 05,1.47,Line 01 - 39DR2,,5
Line 05 - 08_load=0.9833_wind=0.9867_0.7963_0.3514,Line 05 - 08,1.76,Line 01 - 39DR2,,5
Line 06 - 07_load=0.9833_wind=0.9867_0.7963_0.3514,Line 06 - 07,1.8,Line 01 - 39DR2,,5
Line 06 - 11_load=0.9833_wind=0.9867_0.7963_0.3514,Line 06 - 11,3.1,Line 01 - 39DR2,,4
Line 07 - 08_load=0.9833_wind=0.9867_0.7963_0.3514,Line 07 - 08,1.46,Line 01 - 39DR2,,5
Line 08 - 09_load=0.9833_wind=0.9867_0.7963_0.3514,Line 08 - 09,1.92,Line 01 - 02DR1,,4
Line 09 - 39_load=0.9833_wind=0.9867_0.7963_0.3514,Line 09 - 39,2.01,Line 01 - 02DR1,,4
Line 10 - 11_load=0.9833_wind=0.9867_0.7963_0.3514,Line 10 - 11,3.1,Line 01 - 39DR2,,4
Line 10 - 13_load=0.9833_wind=0.9867_0.7963_0.3514,Line 10 - 13,1.47,Line 01 - 39DR2,,5
Line 13 - 14_load=0.9833_wind=0.9867_0.7963_0.3514,Line 13 - 14,1.47,Line 01 - 39DR2,,5
Line 15 - 16_load=0.9833_wind=0.9867_0.7963_0.3514,Line 15 - 16,2.13,NSG_2,OverVoltage,1
Line 16 - 17_load=0.9833_wind=0.9867_0.7963_0.3514,Line 16 - 17,2.44,NSG_2,OverVoltage,1
Line 16 - 19_load=0.9833_wind=0.9867_0.7963_0.3514,Line 16 - 19,1.91,G 04,Over-Speed,19
Line 16 - 21_load=0.9833_wind=0.9867_0.7963_0.3514,Line 16 - 21,2.23,NSG_2,OverVoltage,1
Line 21 - 22_load=0.9833_wind=0.9867_0.7963_0.3514,Line 21 - 22,2.4,NSG_2,OverVoltage,42
Line 26 - 29_load=0.9833_wind=0.9867_0.7963_0.3514,Line 26 - 29,2.41,NSG_2,OverVoltage,1
Line 28 - 29_load=0.9833_wind=0.9867_0.7963_0.3514,Line 28 - 29,1.79,Line 26 - 29DR1,,19
Line 01 - 02_load=1.0371_wind=0.7364_0.1139_0.1534,Line 01 - 02,2.12,Line 08 - 09DR1,,4
Line 01 - 39_load=1.0371_wind=0.7364_0.1139_0.1534,Line 01 - 39,2.84,G 02,UV,22
Line 02 - 03_load=1.0371_wind=0.7364_0.1139_0.1534,Line 02 - 03,1.53,Line 01 - 39DR2,,5
Line 02 - 25_load=1.0371_wind=0.7364_0.1139_0.1534,Line 02 - 25,2.21,NSG_2,OverVoltage,1
Line 08 - 09_load=1.0371_wind=0.7364_0.1139_0.1534,Line 08 - 09,5.32,Line 01 - 39DR2,,2
Line 09 - 39_load=1.0371_wind=0.7364_0.1139_0.1534,Line 09 - 39,1.63,Line 01 - 39DR2,,3
Line 15 - 16_load=1.0371_wind=0.7364_0.1139_0.1534,Line 15 - 16,2.08,NSG_2,OverVoltage,1
Line 16 - 19_load=1.0371_wind=0.7364_0.1139_0.1534,Line 16 - 19,1.88,G 04,Over-Speed,20
Line 21 - 22_load=1.0371_wind=0.7364_0.1139_0.1534,Line 21 - 22,2.4,NSG_2,OverVoltage,18
Line 28 - 29_load=1.0371_wind=0.7364_0.1139_0.1534,Line 28 - 29,1.71,Line 26 - 29DR1,,19
Line 01 - 02_load=0.9318_wind=0.2316_0.9895_0.5908,Line 01 - 02,2.05,NSG_2,OverVoltage,3
Line 01 - 39_load=0.9318_wind=0.2316_0.9895_0.5908,Line 01 - 39,1.87,Line 08 - 09DR1,,4
Line 02 - 03_load=0.9318_wind=0.2316_0.9895_0.5908,Line 02 - 03,1.45,Line 01 - 39DR2,,4
Line 02 - 25_load=0.9318_wind=0.2316_0.9895_0.5908,Line 02 - 25,2.22,NSG_2,OverVoltage,1
Line 03 - 04_load=0.9318_wind=0.2316_0.9895_0.5908,Line 03 - 04,1.46,Line 01 - 39DR2,,5
Line 04 - 05_load=0.9318_wind=0.2316_0.9895_0.5908,Line 04 - 05,1.46,Line 01 - 39DR2,,5
Line 04 - 14_load=0.9318_wind=0.2316_0.9895_0.5908,Line 04 - 14,1.6,Line 01 - 39DR2,,5
Line 05 - 06_load=0.9318_wind=0.2316_0.9895_0.5908,Line 05 - 06,1.6,Line 01 - 39DR2,,5
Line 05 - 08_load=0.9318_wind=0.2316_0.9895_0.5908,Line 05 - 08,1.46,Line 01 - 39DR2,,5
Line 06 - 07_load=0.9318_wind=0.2316_0.9895_0.5908,Line 06 - 07,1.46,Line 01 - 39DR2,,5
Line 07 - 08_load=0.9318_wind=0.2316_0.9895_0.5908,Line 07 - 08,1.47,Line 01 - 39DR2,,5
Line 08 - 09_load=0.9318_wind=0.2316_0.9895_0.5908,Line 08 - 09,2.02,Line 01 - 02DR1,,4
Line 09 - 39_load=0.9318_wind=0.2316_0.9895_0.5908,Line 09 - 39,2.16,Line 01 - 02DR1,,4
Line 15 - 16_load=0.9318_wind=0.2316_0.9895_0.5908,Line 15 - 16,2.16,NSG_2,OverVoltage,1
Line 16 - 17_load=0.9318_wind=0.2316_0.9895_0.5908,Line 16 - 17,2.44,NSG_2,OverVoltage,1
Line 16 - 19_load=0.9318_wind=0.2316_0.9895_0.5908,Line 16 - 19,1.88,G 04,Over-Speed,18
Line 16 - 21_load=0.9318_wind=0.2316_0.9895_0.5908,Line 16 - 21,2.25,NSG_2,OverVoltage,1
Line 21 - 22_load=0.9318_wind=0.2316_0.9895_0.5908,Line 21 - 22,2.32,NSG_2,OverVoltage,1
Line 28 - 29_load=0.9318_wind=0.2316_0.9895_0.5908,Line 28 - 29,1.98,Line 26 - 29DR1,,8
Line 01 - 02_load=1.042_wind=0.099_0.9071_0.1296,Line 01 - 02,1.95,Line 08 - 09DR1,,4
Line 01 - 39_load=1.042_wind=0.099_0.9071_0.1296,Line 01 - 39,2.24,Line 08 - 09DR1,,4
Line 02 - 03_load=1.042_wind=0.099_0.9071_0.1296,Line 02 - 03,1.44,Line 01 - 39DR2,,5
Line 02 - 25_load=1.042_wind=0.099_0.9071_0.1296,Line 02 - 25,2.23,NSG_2,OverVoltage,18
Line 08 - 09_load=1.042_wind=0.099_0.9071_0.1296,Line 08 - 09,4.58,Line 01 - 39DR2,,3
Line 09 - 39_load=1.042_wind=0.099_0.9071_0.1296,Line 09 - 39,2.3,Line 01 - 39DR2,,3
Line 15 - 16_load=1.042_wind=0.099_0.9071_0.1296,Line 15 - 16,2.14,NSG_2,OverVoltage,18
Line 16 - 19_load=1.042_wind=0.099_0.9071_0.1296,Line 16 - 19,1.89,G 04,Over-Speed,20
Line 21 - 22_load=1.042_wind=0.099_0.9071_0.1296,Line 21 - 22,2.47,NSG_2,OverVoltage,49
Line 28 - 29_load=1.042_wind=0.099_0.9071_0.1296,Line 28 - 29,1.71,Line 26 - 29DR1,,19
Line 01 - 02_load=1.0001_wind=0.5173_0.1194_0.2425,Line 01 - 02,1.88,Line 08 - 09DR1,,4
Line 01 - 39_load=1.0001_wind=0.5173_0.1194_0.2425,Line 01 - 39,2.12,Line 08 - 09DR1,,4
Line 02 - 03_load=1.0001_wind=0.5173_0.1194_0.2425,Line 02 - 03,1.44,Line 01 - 39DR2,,5
Line 02 - 25_load=1.0001_wind=0.5173_0.1194_0.2425,Line 02 - 25,2.19,NSG_2,OverVoltage,1
Line 06 - 11_load=1.0001_wind=0.5173_0.1194_0.2425,Line 06 - 11,1.67,Line 01 - 39DR2,,5
Line 08 - 09_load=1.0001_wind=0.5173_0.1194_0.2425,Line 08 - 09,2.84,NSG_2,OverVoltage,3
Line 09 - 39_load=1.0001_wind=0.5173_0.1194_0.2425,Line 09 - 39,2.47,Line 01 - 39DR2,,3
Line 15 - 16_load=1.0001_wind=0.5173_0.1194_0.2425,Line 15 - 16,2.03,NSG_2,OverVoltage,1
Line 16 - 17_load=1.0001_wind=0.5173_0.1194_0.2425,Line 16 - 17,2.31,NSG_2,OverVoltage,1
Line 16 - 19_load=1.0001_wind=0.5173_0.1194_0.2425,Line 16 - 19,1.83,G 04,Over-Speed,18
Line 16 - 21_load=1.0001_wind=0.5173_0.1194_0.2425,Line 16 - 21,2.22,NSG_2,OverVoltage,1
Line 21 - 22_load=1.0001_wind=0.5173_0.1194_0.2425,Line 21 - 22,2.56,NSG_2,OverVoltage,51
Line 26 - 29_load=1.0001_wind=0.5173_0.1194_0.2425,Line 26 - 29,2.42,NSG_2,OverVoltage,1
Line 28 - 29_load=1.0001_wind=0.5173_0.1194_0.2425,Line 28 - 29,1.69,Line 26 - 29DR1,,19
Line 01 - 02_load=0.8393_wind=0.8439_0.7983_0.218,Line 01 - 02,1.89,Line 08 - 09DR1,,4
Line 01 - 39_load=0.8393_wind=0.8439_0.7983_0.218,Line 01 - 39,2.02,Line 08 - 09DR1,,4
Line 02 - 25_load=0.8393_wind=0.8439_0.7983_0.218,Line 02 - 25,2.22,NSG_2,OverVoltage,1
Line 08 - 09_load=0.8393_wind=0.8439_0.7983_0.218,Line 08 - 09,2.6,Line 01 - 02DR1,,4
Line 09 - 39_load=0.8393_wind=0.8439_0.7983_0.218,Line 09 - 39,2.81,Line 01 - 39DR2,,3
Line 15 - 16_load=0.8393_wind=0.8439_0.7983_0.218,Line 15 - 16,2.15,NSG_2,OverVoltage,1
Line 16 - 19_load=0.8393_wind=0.8439_0.7983_0.218,Line 16 - 19,1.86,G 05,Over-Speed,1
Line 28 - 29_load=0.8393_wind=0.8439_0.7983_0.218,Line 28 - 29,2.32,NSG_2,OverVoltage,1
Line 09 - 39_load=1.1637_wind=0.3391_0.9425_0.7493,Line 09 - 39,1.84,Line 01 - 39DR2,,2
Line 16 - 19_load=1.1637_wind=0.3391_0.9425_0.7493,Line 16 - 19,2.2,G 05,Over-Speed,18
Line 28 - 29_load=1.1637_wind=0.3391_0.9425_0.7493,Line 28 - 29,1.77,Line 26 - 29DR1,,19
Line 01 - 02_load=0.9669_wind=0.1037_0.8405_0.7105,Line 01 - 02,1.99,NSG_2,OverVoltage,3
Line 01 - 39_load=0.9669_wind=0.1037_0.8405_0.7105,Line 01 - 39,2.1,NSG_2,OverVoltage,3
Line 02 - 25_load=0.9669_wind=0.1037_0.8405_0.7105,Line 02 - 25,2.23,NSG_2,OverVoltage,18
Line 03 - 04_load=0.9669_wind=0.1037_0.8405_0.7105,Line 03 - 04,1.47,Line 01 - 39DR2,,5
Line 04 - 05_load=0.9669_wind=0.1037_0.8405_0.7105,Line 04 - 05,1.47,Line 01 - 39DR2,,5
Line 05 - 08_load=0.9669_wind=0.1037_0.8405_0.7105,Line 05 - 08,3.03,Line 01 - 39DR2,,5
Line 06 - 07_load=0.9669_wind=0.1037_0.8405_0.7105,Line 06 - 07,3.08,Line 01 - 39DR2,,4
Line 06 - 11_load=0.9669_wind=0.1037_0.8405_0.7105,Line 06 - 11,3.1,Line 01 - 39DR2,,4
Line 07 - 08_load=0.9669_wind=0.1037_0.8405_0.7105,Line 07 - 08,1.71,Line 01 - 39DR2,,5
Line 08 - 09_load=0.9669_wind=0.1037_0.8405_0.7105,Line 08 - 09,1.92,Line 01 - 02DR1,,4
Line 09 - 39_load=0.9669_wind=0.1037_0.8405_0.7105,Line 09 - 39,2.04,Line 01 - 02DR1,,4
Line 10 - 11_load=0.9669_wind=0.1037_0.8405_0.7105,Line 10 - 11,3.11,Line 01 - 39DR2,,4
Line 10 - 13_load=0.9669_wind=0.1037_0.8405_0.7105,Line 10 - 13,1.47,Line 01 - 39DR2,,5
Line 13 - 14_load=0.9669_wind=0.1037_0.8405_0.7105,Line 13 - 14,1.47,Line 01 - 39DR2,,5
Line 14 - 15_load=0.9669_wind=0.1037_0.8405_0.7105,Line 14 - 15,3.19,Line 01 - 39DR2,,4
Line 15 - 16_load=0.9669_wind=0.1037_0.8405_0.7105,Line 15 - 16,2.15,NSG_2,OverVoltage,18
Line 16 - 17_load=0.9669_wind=0.1037_0.8405_0.7105,Line 16 - 17,2.42,NSG_2,OverVoltage,78
Line 16 - 19_load=0.9669_wind=0.1037_0.8405_0.7105,Line 16 - 19,1.87,G 04,Over-Speed,19
Line 16 - 21_load=0.9669_wind=0.1037_0.8405_0.7105,Line 16 - 21,2.17,NSG_2,OverVoltage,18
Line 17 - 18_load=0.9669_wind=0.1037_0.8405_0.7105,Line 17 - 18,2.2,NSG_2,OverVoltage,18
Line 21 - 22_load=0.9669_wind=0.1037_0.8405_0.7105,Line 21 - 22,1.97,Line 23 - 24DR2,,77
Line 25 - 26_load=0.9669_wind=0.1037_0.8405_0.7105,Line 25 - 26,2.22,NSG_2,OverVoltage,18
Line 26 - 28_load=0.9669_wind=0.1037_0.8405_0.7105,Line 26 - 28,2.32,NSG_2,OverVoltage,18
Line 26 - 29_load=0.9669_wind=0.1037_0.8405_0.7105,Line 26 - 29,2.4,NSG_2,OverVoltage,18
Line 28 - 29_load=0.9669_wind=0.1037_0.8405_0.7105,Line 28 - 29,1.65,Line 26 - 29DR1,,19
Line 01 - 02_load=0.8216_wind=0.9173_0.8255_0.5827,Line 01 - 02,1.94,Line 08 - 09DR1,,4
Line 01 - 39_load=0.8216_wind=0.9173_0.8255_0.5827,Line 01 - 39,2.1,Line 08 - 09DR1,,4
Line 02 - 25_load=0.8216_wind=0.9173_0.8255_0.5827,Line 02 - 25,2.18,NSG_2,OverVoltage,1
Line 03 - 18_load=0.8216_wind=0.9173_0.8255_0.5827,Line 03 - 18,1.09,Line 02 - 03DR2,,1
Line 08 - 09_load=0.8216_wind=0.9173_0.8255_0.5827,Line 08 - 09,2.63,Line 01 - 02DR1,,4
